node_id||type||coordinate||incoming_edge_id||outgoing_edge_id
4687262900||dead_end||(3344.03, 3633.2)||474864225#1 496165311#0 ||474864225#2 496165311#1 
4687262905||dead_end||(3376.2, 3611.52)||474864225#3 ||474864225#4 474864228#0 496165321 
4687262907||dead_end||(3384.63, 3621.9)||474864225#4 496165301 ||474864225#5 
4561384263||dead_end||(3340.25, 3598.06)||474864226 ||
1253070686||dead_end||(3334.17, 3661.46)||||474864227#0 
4687262917||dead_end||(3352.33, 3656.03)||474864227#1 496165311#1 ||496162973 496165311#2 
1253070422||priority||(3384.31, 3605.46)||474864228#0 5671172#0 ||474864228#1 5671172#1 
4878838732||dead_end||(3392.68, 3600.12)||474864228#1 496165313#3 ||496165313#4 
4687262928||priority||(4453.96, 6553.33)||474864230#3 5670876#0 ||474864230#4 5670876#1 
4687262930||dead_end||(4449.12, 6473.38)||474864230#4 474864231#4 ||474864230#5 474864231#5 
4689103465||dead_end||(5614.84, 7841.61)||475107046 475109056 ||
5122551886||dead_end||(3591.78, 7466.44)||526852032#0 ||475120191#0 526852032#1 
4689234435||dead_end||(4831.39, 9724.15)||||475123131#0 
1695371014||priority||(4146.2, 8446.95)||475123131#21 626739792#1 ||475123131#23 626739792#2 
2351527464||priority||(3957.69, 8095.69)||475123131#31 542256188#3 ||475123131#33 542256188#4 
2709258965||priority||(3920.65, 8027.19)||475123131#33 542255948#1 ||475123131#35 542255948#2 
4690144505||dead_end||(4491.82, 4442.38)||||475243424 544083267 
4872879382||priority||(2487.67, 3837.38)||475867321#0 495547965#1 ||475867321#1 495547965#2 
4699870402||dead_end||(5654.48, 7084.45)||476392462 527855914#1 ||527855904#0 527855923 
5812713655||dead_end||(2358.23, 4063.96)||47796319#1 614509760 ||47796319#2 
5147808598||priority||(5047.93, 5338.52)||479642033#0 ||479642033#1 530018015 
5147808597||priority||(5003.8, 5269.71)||479642035#2 530018015 ||479642035#3 
42434197||priority||(4452.85, 5223.53)||479642039#4 ||479642039#5 5671158 
42443799||priority||(4417.27, 5158.36)||479642040#0 5671158 ||479642040#1 
6031953401||priority||(4715.64, 4822.49)||479642042#0 640287063#0 ||479642042#1 640287063#1 
42430813||traffic_light||(3416.87, 5917.98)||480112480#1 5669953#3 ||5669953#4 5672073#0 
4737669347||priority||(5457.13, 8377.69)||480803092#1 5671629#0 ||480803092#0 5671629#1 
4737669342||priority||(5489.19, 8360.44)||480803092#0 5671629#1 ||480803092#1 5671629#2 
4207000230||dead_end||(2474.24, 2764.79)||495933400#1 ||481010300#0 495933400#2 
cluster_4145586917_5209054503||traffic_light||(2463.62, 2764.29)||481010300#0 538080002#0 5672973#10 ||481010300#1 538080002#2 5672973#12 
4742692781||dead_end||(2968.75, 3396.89)||481331159 533819086 ||533819089#0 
4745685367||dead_end||(3939.66, 5262.8)||481655768 ||481655770 
4745685370||dead_end||(3938.73, 5261.36)||481655770 481655771#2 ||481655771#3 
4745685363||dead_end||(3926.11, 5200.69)||481655771#3 481655774 ||481655771#1 481655772#0 
4745685372||dead_end||(3961.02, 5248.38)||481655771#1 481655772#0 ||481655771#2 481655772#1 
5829907373||dead_end||(3743.15, 4947.61)||616656199#1 ||481672088#0 616656199#2 
4745829027||dead_end||(3760.42, 4975.94)||481672088#0 ||481672088#1 481672184 
4749043998||dead_end||(2692.01, 3263.07)||||482029238 
42453934||traffic_light||(2704.62, 3238.63)||482029238 5672377#0 5673211 ||5672377#1 
2824641706||dead_end||(2607.24, 3331.79)||||482029239 
cluster_42453986_561042194||traffic_light||(5295.18, 7553.6)||483236728#1 68674961#3 68674968#0 ||483236728#3 68674961#4 68674968#1 
4759939157||priority||(5720.09, 7323.43)||483236728#9 483236729 ||483236728#10 
5340982006||priority||(5523.23, 7430.16)||483236728#4 ||483236728#5 553284193 
42453999||traffic_light||(5641.57, 7365.79)||483236728#6 5673626#0 ||483236728#7 5673626#1 
4759939161||priority||(5688.58, 7340.44)||483236728#8 ||483236728#9 483236729 
cluster_3008856924_42453624||traffic_light||(4530.54, 6788.71)||530038714#1 68668552#2 ||483704511#1 530038714#2 5672273#0 
42430274||traffic_light||(4257.95, 6939.77)||483704512#0 630828586#1 ||483704512#2 630828586#2 
6069788564||priority||(3682.9, 7249.7)||483704512#4 ||483704512#5 645825105 
5106082627||dead_end||(4531.91, 1193.03)||||483762089 
5336134812||dead_end||(2518.14, 2197.58)||||483762093 
5105725627||priority||(2373.67, 2341.95)||483762093 552726208 ||552726230 
4778174559||traffic_light||(3065.2, 4509.74)||485056260#0 497484748#0 ||485056260#1 497484748#1 
5889481205||priority||(3949.59, 8129.51)||485746107#0 623648642#0 ||485746107#1 623648642#1 
5296795756||priority||(4436.69, 4170.41)||488272734#0 619523355#0 ||488272734#1 619523355#1 
42438390||priority||(5557.91, 5650.22)||488376503#3 ||488376503#4 5670906 
42438439||priority||(5477.9, 5687.07)||488376503#4 5670909 ||488376503#5 
42430277||traffic_light||(4295.64, 7009.17)||630828584#1 630828586#2 ||489019752#0 630828585#0 
42430279||traffic_light||(4332.61, 7077.74)||489019752#0 5670296#3 ||489019752#1 5670296#4 
42430282||traffic_light||(4369.82, 7146.67)||489019752#1 5670719#10 ||489019752#2 5670719#11 
42427797||traffic_light||(4407.1, 7216.04)||489019752#2 5669669#2 ||489019752#3 5669669#3 
4492821529||right_before_left||(3278.88, 6326.03)||489375009 489375011#0 ||489375010 489375011#1 
42429806||traffic_light||(4956.92, 3977.03)||492148700#1 5670633#3 ||492148700#2 5670633#4 
4461990857||priority||(4313.48, 7620.44)||492489893 5670803 ||492489884 492489888 
3874681616||dead_end||(2972.6, 7976.78)||495507873#3 ||495507863#0 495508536 
3874681626||dead_end||(3340.32, 8678.66)||495507866#2 ||
3914863398||dead_end||(2872.71, 7606.27)||495508538#1 495520704 ||495508542 
3874681613||dead_end||(2905.06, 7742.91)||495508542 495520693#2 ||495508541#0 
4872498369||dead_end||(2912.39, 7763.05)||495508541#1 495508543#1 ||603723605 
4872623882||dead_end||(2942.08, 7360.7)||495508614#7 ||495520681#0 495520699 
247070581||dead_end||(2907.08, 7484.33)||495520666#2 495520669 ||495520694#0 
4872623860||dead_end||(2904.41, 7137.15)||495520671#1 495520695#1 ||
4872623856||dead_end||(2863.53, 6693.53)||495520676#1 495520696 ||495520690 
4872623853||dead_end||(2892.53, 7572.4)||495520698 ||
4872623872||dead_end||(2922.43, 7295.73)||495520699 495520703#1 ||
4872626650||priority||(2828.29, 6535.09)||495520955#1 5669976#0 ||495520954#1 5669976#1 
1578334788||priority||(2773.73, 6386.9)||495520954#1 5672681#6 ||495520966#1 5672681#7 
4872626644||dead_end||(2775.08, 6380.77)||495520960#1 495520966#1 ||
4872753352||dead_end||(2576.77, 4140.24)||495535782#2 617496976#1 ||617496975 
4872870019||dead_end||(2673.49, 4817.43)||495535904#1 495547056 ||495535783#0 
4872871128||dead_end||(2681.55, 4870.15)||495535783#2 495537449#1 495547043 ||
4872753355||dead_end||(2540.6, 3919.56)||495535791#1 ||495535784 537420110#0 
4872753356||dead_end||(2572.53, 4114.46)||495535784 495535789#2 ||617496976#0 
4872753343||dead_end||(2506.38, 3713.46)||495535788#1 539006737#2 ||495535785 
4872753351||dead_end||(2524.42, 3821.06)||495535785 495547965#3 ||495535805#0 
4515713009||dead_end||(2660.09, 4720.79)||495535797#1 ||495535786#0 495535798 
4872753340||dead_end||(2627.81, 4503.62)||495535787#2 495535801#1 ||495535796 
5815253553||dead_end||(2502.65, 3690.45)||614855506#3 ||495535788#0 614855504 614855506#4 
5813259920||dead_end||(2537.5, 3900.29)||495535794 614570463#2 ||495535791#0 
4872753359||dead_end||(2597.29, 4281.71)||495535793#2 495535803#1 ||495535804 
4872753341||dead_end||(2527.87, 3841.86)||495535805#1 ||495535794 495547964#0 
cluster_3874650171_42436316||traffic_light||(2610.68, 4416.75)||495535804 516664210#1 ||495535795#1 516664206#0 5670440#1 
4872753354||dead_end||(2624.36, 4481.26)||495535795#1 495535806#2 ||495535801#0 
4872753347||dead_end||(2636.44, 4554.32)||495535796 495535800#2 ||495535802#0 
4872753342||dead_end||(2671.74, 4798.42)||495535798 495535808#2 ||495535904#0 495547061 
4872753350||dead_end||(2593.71, 4256.11)||495535799#2 617496975 ||495535803#0 
3874650194||dead_end||(2742.61, 5769.6)||495547062#2 ||495535962#0 495537457 
3874650196||dead_end||(2743.43, 5787.02)||495535962#1 495537433#1 495547058#2 ||
246649345||traffic_light||(2722.21, 5929.21)||495537430#0 95181768#5 ||495537430#1 95181768#7 
4872777173||dead_end||(2751.44, 5927.54)||495537430#2 495537456#1 ||495537451 
246649344||traffic_light||(2723.48, 5948.29)||495537431#0 95181768#4 ||495537431#1 95181768#5 
4872777175||dead_end||(2752.61, 5946.03)||495537431#2 495537445#1 ||495537456#0 
4872777181||dead_end||(2685.91, 4889.63)||495537448#1 ||495537449#0 495547044 
4872871122||dead_end||(2802.95, 4783.67)||495547045 ||495547049#0 497739139#0 
4872871124||dead_end||(2800.99, 4750.2)||495547049#2 495547060#1 ||497739142#0 
246874387||traffic_light||(2715.27, 5788.85)||495547058#0 95181768#7 ||495547058#1 95181768#8 
246649346||traffic_light||(2713.79, 5769.32)||495547062#0 95181768#8 ||495547062#1 95181768#10 
5815886733||dead_end||(2474.56, 3867.39)||495547964#3 614570466#1 ||614570465#1 614930853 
5815886731||dead_end||(2471.19, 3848.63)||614570461#0 ||495547965#0 614570461#1 614930855#0 
5204194236||dead_end||(2483.77, 3977.4)||||495547966 537426839 
5204194234||dead_end||(2478.73, 3966.15)||||495547967 537426846 
4206997136||dead_end||(2124.72, 2766.28)||495908504#3 495920787#1 ||495908517 495920779#0 
4206998269||dead_end||(2244.14, 2569.48)||495933377#2 495933395#1 ||495908505#0 495933391#1 
4206998250||dead_end||(2248.16, 2535.43)||495908505#2 495920774#6 ||495920774#7 
4206998254||dead_end||(2416.14, 2539.91)||495933390#0 ||495908506#0 495933390#1 
4206998243||dead_end||(2401.68, 2515.04)||495908506#2 495920774#0 ||495920774#1 
4206997156||dead_end||(2219.63, 2805.66)||495908507 ||495908519 553777986#0 
4876394033||dead_end||(2169.13, 2848.63)||495908508#1 495920778#2 ||495920773 495920788 
4206998271||dead_end||(2290.0, 2572.81)||495933391#1 ||495908509#0 495933379 495933391#2 
4206998252||dead_end||(2290.8, 2542.56)||495908509#2 495920774#5 ||495920774#6 
4206998246||dead_end||(2363.1, 2529.41)||495908514#2 495920774#1 ||495920774#2 
4206998286||dead_end||(2179.98, 2663.45)||495920781 ||495908516 495920769#0 
4207000196||dead_end||(2116.59, 2698.98)||495908516 495920786#1 ||495920772#0 
4876278267||dead_end||(2249.92, 2901.27)||64624849#0 ||495908518 64624849#1 
4876543169||dead_end||(2270.12, 2975.13)||495908518 495946395#0 ||495946387 495946395#1 
4876394050||dead_end||(2202.63, 2741.32)||495908519 ||495920770 495920771#0 525707999#0 
4206998248||dead_end||(2346.51, 2533.96)||495920774#3 ||495908520#0 495920774#4 
4876394037||dead_end||(2146.05, 2771.56)||495920770 495920783 ||495920776#0 495920780#0 
cluster_4207000218_42429521_5708140036||priority||(2204.28, 2735.68)||495920771#0 525707999#0 5671140#3 ||495920771#1 525707999#1 5670238#1 5671140#5 
4876524534||dead_end||(2406.89, 2512.02)||495933378#1 ||495920774#0 495933401 495933495#0 
5037087611||dead_end||(2354.8, 2531.68)||495920774#2 ||495920774#3 614948499#0 
4876394038||dead_end||(2235.81, 2533.37)||495920774#7 614948501#2 ||495920774#8 
4876394034||dead_end||(2132.22, 2778.95)||495920776#1 495920779#1 ||495920778#0 495920785 
4207000393||dead_end||(2463.0, 2906.33)||495933383#1 ||495933369#0 
4206997140||dead_end||(2459.99, 2776.68)||495933372#1 495933373 ||495933380 
4876524538||dead_end||(2311.76, 2838.38)||495933375#2 495935036#2 ||495933375#3 
4876524529||dead_end||(2281.64, 2742.31)||495933381#1 500189697 ||495933377#0 
5345057743||dead_end||(2280.07, 2736.52)||495933377#0 525707999#7 ||495933377#1 
4206998272||dead_end||(2238.15, 2586.1)||495933377#1 495933379 ||495933377#2 
1430380058||priority||(2159.6, 2567.33)||495933382#0 5671140#0 ||495933382#1 5671140#1 
4145586916||priority||(2418.36, 2703.59)||495933384#0 5672146#1 ||495933384#1 5672146#2 
5209066837||dead_end||(2471.8, 2760.79)||495933384#1 538080772#0 ||495933400#1 538080772#1 
4206997174||dead_end||(2528.94, 2870.15)||495933387#1 495933400#3 ||495933385#0 
cluster_4206997175_4206997176_4206997180_4206997181_42446622||traffic_light||(2522.76, 2877.72)||495933385#0 495933387#0 495933393#0 495933394#0 5671436#6 5672973#16 ||495933385#1 495933387#1 495933393#1 495933394#1 5671436#9 588157329#1 
4206997179||dead_end||(2533.64, 2878.21)||495933385#1 ||495933393#0 
4876524533||dead_end||(2297.11, 2573.55)||495933391#2 ||495933396#0 500189697 
4206997182||dead_end||(2515.18, 2884.24)||495933393#1 495935034 ||495933394#0 
4206997143||traffic_light||(2465.36, 2786.45)||495933398#0 5672893#1 ||495933398#1 5672893#2 
4206997152||dead_end||(2495.11, 2803.96)||495933400#2 5673205#0 ||495933400#3 5673205#1 
5037087617||dead_end||(2401.3, 2455.99)||495933495#0 614948499#6 ||495933495#1 
4206998287||priority||(2491.05, 2670.76)||495935027 5672146#0 ||5672146#1 
4876645546||dead_end||(2133.61, 2948.61)||495946386#1 495946796#1 ||495946385 495946800#0 
4876645537||dead_end||(2140.75, 2961.99)||495946401 495946799#1 ||495946386#0 495946797#0 
4876645533||dead_end||(2216.58, 3051.32)||495946395#3 ||495946388#0 495946394#0 538836217 
4876645554||dead_end||(2192.54, 3058.15)||495946388#1 ||495946391#0 495946396#0 538836214 
4876645542||dead_end||(2152.56, 2934.0)||495946399#1 495946795 ||495946389 495946796#0 
4876645543||dead_end||(2191.07, 3005.11)||495946390#1 495946393#1 ||495946395#0 495946402 
4876645534||dead_end||(2168.19, 3013.98)||495946391#1 495946397#1 ||495946393#0 495946401 
4876645536||dead_end||(2285.97, 3030.8)||495946395#2 ||495946392#0 495946395#3 
5215013213||dead_end||(2304.15, 3101.11)||495946392#1 538836220#0 ||538836220#1 
4876648462||dead_end||(2164.0, 2955.1)||495946402 64624849#1 ||495946399#0 495946799#0 
4876648467||dead_end||(2064.81, 3002.26)||495946797#0 495946798 ||495946797#1 
4876648464||dead_end||(2051.47, 3009.33)||495946797#1 5671808#7 ||5671808#8 
4876648465||dead_end||(2060.13, 2976.08)||495946800#0 ||495946798 495946800#1 
4876648471||dead_end||(2046.85, 2982.61)||495946800#1 5671808#6 ||5671808#7 
4121389747||dead_end||(3297.32, 3241.03)||496162952#1 496175206#4 ||
4878838746||dead_end||(2926.8, 3330.3)||496162995#1 ||496162954#0 496162987#0 
4878838754||dead_end||(2907.03, 3297.01)||496162954#0 496162983#1 496162984#2 ||496162954#1 
5708122949||dead_end||(3246.19, 3478.94)||496162955#0 498671777#1 ||496162955#1 498671777#2 
5708122948||dead_end||(3162.64, 3389.93)||496162955#2 498671777#3 ||496162955#3 498671777#4 
4878838729||dead_end||(2878.92, 3296.23)||||496162956 496162969#0 496162983#0 
4878831013||dead_end||(2912.53, 3349.54)||496162956 496162987#1 496162989#1 ||
4878831010||dead_end||(3283.42, 3483.04)||496162974#1 ||496162957#0 496162974#2 
4878831017||dead_end||(3291.19, 3537.22)||496162960#1 ||496162958#0 496162979 
4878838740||dead_end||(3310.56, 3524.01)||496162958#1 496162974#0 ||496162974#1 
4878838755||dead_end||(2942.17, 3354.27)||496162981#3 ||496162961#0 496162995#0 533819086 
4878838758||dead_end||(2922.43, 3365.45)||496162961#1 533819097 ||496162989#0 
4878838723||dead_end||(3095.41, 3334.57)||496162966 ||496162965#0 496162971#0 
4878838724||dead_end||(3088.74, 3364.05)||496162965#2 496162981#0 ||496162981#1 
4878838756||dead_end||(3037.01, 3315.93)||496162992#1 496162994#2 ||496162966 
4878838728||dead_end||(2905.75, 3267.64)||496162968#1 ||496162968#2 496162985 
4878831019||dead_end||(2897.22, 3260.89)||496162968#3 496162982 ||
4878831007||dead_end||(2870.0, 3283.26)||496162969#1 ||496162972#0 
4878831012||dead_end||(2888.58, 3263.39)||496162972#1 ||496162982 496162984#0 
4878838748||dead_end||(3271.68, 3465.56)||496162974#3 496162976#2 ||496162974#4 
4452680810||dead_end||(3019.79, 3340.2)||496162981#1 533819094#0 ||496162981#2 533819094#1 
4878851612||dead_end||(3433.65, 3692.14)||496162990 496165300 496165303#1 ||496165313#0 
4878851609||dead_end||(3442.0, 3687.2)||496165306#5 496165319#1 ||496165300 496165306#6 
4878851613||dead_end||(3430.85, 3685.0)||496165306#6 496165313#0 ||496165313#1 
5378294679||dead_end||(3698.19, 3433.6)||496175201#1 ||496175201#2 557693922#0 
4878934394||dead_end||(3309.17, 3260.47)||496175202#2 ||
3973686313||dead_end||(3865.08, 3378.9)||496175207#1 496175215 ||496175203#0 
1541937945||dead_end||(3859.89, 3357.02)||496175203#1 496175217#6 ||496175208 496175213#0 
4885904502||dead_end||(3460.42, 3080.36)||496944685#2 ||496175206#0 496944684#0 496944693#0 
3898690200||dead_end||(3535.97, 3161.88)||496944680#3 496947106#2 ||496944686#0 496944691#0 
4885904497||dead_end||(3416.89, 3002.7)||496944687#1 555830747#1 ||496944682 
4885904501||dead_end||(3476.86, 3063.04)||496944682 496944684#1 ||496944690#0 
4885904505||priority||(3474.1, 3101.97)||496944692#2 5669420#0 ||496944685#1 5669420#1 
3898690195||priority||(3481.05, 3067.26)||496944690#0 5670703#0 ||496944690#1 5670703#1 
5362212153||dead_end||(3399.82, 3018.56)||496944693#0 ||496944693#1 555830747#0 
5362212158||dead_end||(3319.81, 2928.25)||496944693#4 555830749#1 ||496944693#5 
5362212160||dead_end||(3312.32, 2918.52)||496944693#5 555830751#1 ||496944693#6 
3898690216||priority||(3708.1, 3415.51)||496945074#0 5670832#0 ||496945074#1 5670832#1 
3973686303||dead_end||(3756.99, 3522.35)||496945922 496945927#2 ||496945075#0 557695105 
3973686304||dead_end||(3733.99, 3507.82)||496945075#1 496945076 496947723 ||496945077#0 
3973686302||dead_end||(3730.96, 3545.64)||496945078#1 496945079#1 ||496945927#0 
3898690227||dead_end||(3847.44, 3515.89)||496945918#1 ||496945912#0 
4160344101||priority||(3819.76, 3592.67)||496945932#1 612743238#0 ||496945932#2 612743238#1 
3973686311||dead_end||(3546.87, 3491.48)||496946456#2 496947716 ||
4382842408||dead_end||(3933.97, 3108.75)||496947100#1 496947101#1 ||496947097 
4382842400||dead_end||(3944.15, 3064.08)||496947097 496947099#1 ||496947099#2 
3973686329||dead_end||(3963.64, 3066.88)||496947099#3 ||
4885959783||priority||(3895.3, 3294.65)||496947105#0 5671584#0 ||496947105#1 5671584#1 
42429374||traffic_light||(3805.66, 6099.93)||497746843#1 5669806#0 ||496979224#0 5669806#1 
cluster_1773063787_5161246303||priority||(3845.08, 3656.73)||496982789#1 531733215 ||496982789#2 531733227#1 5671434#1 
4886239171||priority||(4626.45, 7620.95)||496983397#1 ||496983396#0 
4886239172||priority||(4658.4, 7629.02)||496983399 ||496983398#0 
5165644103||priority||(3636.47, 8098.42)||496986803#0 532304640 ||496986803#1 
42455751||dead_end||(3895.58, 8578.54)||496986803#11 ||
42439830||traffic_light||(3685.75, 6455.27)||496986855 5670836#6 ||496993763 496993765#0 
42436939||traffic_light||(4440.67, 5758.6)||496992363#0 5672176#0 ||496992363#2 5672176#1 
42436935||traffic_light||(4236.9, 5867.72)||496992363#3 5672896#7 ||496992363#4 558008153#0 
cluster_100522728_42457476||traffic_light||(5638.8, 8190.45)||497165756#0 5673063#7 569345515#3 ||497165756#1 5673063#9 569345515#4 
42443613||dead_end||(5986.32, 8815.67)||497165756#6 ||
4890040961||priority||(3502.82, 7614.67)||5670719#4 ||497448376 5670719#5 
4890040962||priority||(3487.69, 7537.19)||497448376 5670297#1 ||5670297#2 
42434818||priority||(3514.13, 7523.35)||5670297#0 ||497448377 5670297#1 
5122551885||dead_end||(3599.79, 7481.22)||497448377 526852032#1 ||526852032#2 
4890049453||dead_end||(3323.92, 5171.28)||612384377#1 ||497449306#0 530542529 
3891963910||dead_end||(3339.81, 5168.45)||497449306#1 ||497449306#2 530542526#0 
4890320288||dead_end||(3264.78, 4846.72)||497473844#1 497473872#1 ||497473857#0 
4890320308||dead_end||(3236.15, 4850.39)||497473850#1 ||497473845#0 497473855 497473872#0 
4890320310||dead_end||(3219.97, 4787.59)||497473845#0 497473871 ||497473845#1 497473852#0 
4890320295||dead_end||(3204.07, 4725.81)||497473845#1 497473866#3 ||497473847#0 497473856#0 497473866#4 
4890320294||dead_end||(3190.35, 4727.07)||497473866#5 ||497473846 497473868#0 497475167 
4890320309||dead_end||(3195.92, 4782.36)||497473846 497473864#1 ||497473849#0 497475176 
4890320284||dead_end||(3209.31, 4780.89)||497473847#0 ||497473847#1 497473864#0 
4890320286||dead_end||(3210.08, 4789.04)||497473847#1 ||497473847#2 497473871 
4890320317||dead_end||(3210.66, 4795.02)||497473847#2 497473861#1 ||497473847#3 
4890320318||dead_end||(3216.11, 4852.41)||497473847#3 497473855 ||497473848#0 
4890320301||dead_end||(3203.18, 4853.72)||497473848#1 497473853 ||497473858 497475170#0 
4890320287||dead_end||(3197.32, 4796.22)||497473849#1 497475174#1 ||497473853 497473861#0 
4890320303||dead_end||(3239.99, 4865.06)||||497473850#0 497473851#0 
4890320312||dead_end||(3245.1, 4780.28)||497473852#1 497473857#0 ||497473857#1 
4890320297||dead_end||(3228.08, 4684.54)||497473862#4 ||497473854#0 497473863 
4890320285||dead_end||(3235.08, 4696.24)||497473854#1 ||497473866#0 
4890320300||dead_end||(3198.13, 4703.91)||497473856#1 497473862#0 497473865 ||497473862#1 
4890320307||dead_end||(3223.49, 4707.29)||497473857#1 497473866#1 ||497473866#2 497473873#0 
4890320321||dead_end||(3189.16, 4709.71)||497473868#1 497475168 ||497473860 497473862#0 
4890320292||dead_end||(3184.81, 4656.25)||497473860 497473869#2 ||497473865 497473870#0 497505198 
4890320299||priority||(3204.4, 4795.58)||497473861#0 5669899#1 ||497473861#1 5669899#2 
4890320313||dead_end||(3218.51, 4690.73)||497473862#2 497473873#1 ||497473862#3 
4890320305||priority||(3223.35, 4687.59)||497473862#3 5670814#1 ||497473862#4 5670814#2 
4890320298||dead_end||(3207.99, 4650.65)||497473863 ||497473867#0 497473869#0 
4890320281||priority||(3204.8, 4642.3)||497473867#0 5671291#1 ||497473867#1 5671291#2 
4890633703||dead_end||(3201.72, 4633.18)||497473867#1 ||497505023#0 497505027 
4890633693||dead_end||(3178.46, 4638.83)||497473870#1 497505023#1 497505199 ||497505039 
4890333644||dead_end||(3081.57, 4720.75)||497505043 ||497475163#0 497475165#0 
4890333648||dead_end||(3100.93, 4721.71)||497475163#2 497505049 ||497475168 497475175#0 
4890333639||dead_end||(3087.0, 4809.09)||497475172#1 ||497475164#0 533212039 
4890333631||dead_end||(3111.55, 4806.47)||497475164#2 ||497475166#0 497475174#0 533212041 
4890333633||dead_end||(3078.64, 4740.01)||497475165#2 ||497475173#0 497696922 
4890333645||dead_end||(3109.85, 4791.17)||497475166#1 497475169#2 497475176 497696925 ||
4890333640||dead_end||(3102.9, 4737.36)||497475167 497475173#2 497475175#1 ||497696925 
4890333637||dead_end||(3084.85, 4793.93)||497696922 ||497475169#0 497475172#0 
4890333655||dead_end||(3117.91, 4863.13)||497475170#1 533212041 ||497475171#0 533212040 
5173374391||dead_end||(3094.27, 4866.39)||497475171#2 533212039 ||533212042 
4890418809||dead_end||(3068.5, 4449.46)||497484757 ||497484733 497484736#0 497484752#0 
4890418790||dead_end||(3074.77, 4500.41)||497484733 497484753#2 ||497484737#0 497484740 497484748#0 
4890418815||dead_end||(3208.5, 4412.06)||497484742#1 497484759 ||497484734#0 
4890623899||dead_end||(3223.1, 4399.54)||497484734#1 497504185#1 ||
4890418800||dead_end||(3107.08, 4505.88)||497484758 5670816#1 ||497484735#1 5670816#2 
4890419528||dead_end||(3133.28, 4482.28)||497484735#1 497484746#3 ||497484741#0 497505028 
4890419521||priority||(3067.73, 4441.52)||497484736#0 5670932#0 ||497484736#1 5670932#1 
4890553351||dead_end||(3066.93, 4432.82)||497484736#1 497498542#1 ||497498548 
4890418795||dead_end||(3078.16, 4531.91)||497484737#1 497484747#1 ||497484758 497505030 
4890419527||dead_end||(3163.05, 4416.99)||497484755#1 ||497484738#0 497484750 497503636#0 
4890419526||dead_end||(3161.81, 4456.6)||497484738#2 497484741#2 ||497484739 497484759 
4890418813||dead_end||(3139.23, 4442.98)||497484740 497484746#1 ||497484746#2 497484753#0 497484757 
cluster_2151385507_42430136_4890633717||traffic_light||(3149.35, 4481.1)||497484741#0 497505029#0 539024460#0 5670490#0 ||497484741#1 497505029#1 539024460#2 
4890633708||dead_end||(3148.75, 4468.36)||497484741#1 497505029#1 ||497484741#2 
4890418817||dead_end||(3194.44, 4389.29)||497484750 ||497484742#0 497484745#0 497503638 
4890418804||dead_end||(3082.0, 4482.53)||497484753#1 ||497484744 497484753#2 
4890418808||dead_end||(3082.61, 4458.62)||497484744 497484752#0 ||497484752#1 
4890623901||dead_end||(3209.71, 4375.96)||497484745#1 497504176 ||497504185#0 
4890418806||dead_end||(3142.13, 4423.77)||||497484746#0 497484755#0 497498550 497503646 
4890418799||dead_end||(3055.71, 4553.11)||497484751#1 ||497484747#0 497484754 497505026#0 
4890418803||dead_end||(3054.04, 4520.6)||497484748#1 497484749 ||497484751#0 497497196#0 
4890418797||dead_end||(3114.16, 4453.56)||497484752#1 497484753#0 ||497484753#1 
4890528711||dead_end||(3047.14, 4421.77)||497497199#1 ||497498549#1 5669282 
4890553386||priority||(3115.85, 4427.05)||497498550 5670728#2 ||497498542#1 5670728#3 
5804849355||dead_end||(3133.59, 4285.71)||613510053#0 ||497502087#0 613510053#1 
4890614486||dead_end||(3127.56, 4274.09)||497502087#1 497502830#1 ||497502828#1 613510054#0 
4890614482||dead_end||(3151.89, 4291.2)||497502828#1 497502831#1 ||497503641#0 497503643#0 
4890614481||dead_end||(3152.47, 4239.54)||497503643#1 497504182#1 ||497502830#0 497503642 
4890614480||dead_end||(3118.87, 4258.56)||497502830#0 613510054#1 ||497502830#1 613510054#2 
4890621093||dead_end||(3147.51, 4311.65)||497503634#1 613510053#1 ||497502831#0 497503644#0 
4890614485||dead_end||(3152.3, 4254.86)||497503643#0 ||497502832 497503643#1 
4890614478||dead_end||(3124.49, 4268.6)||497502832 613510054#0 ||613510054#1 
4890621092||dead_end||(3169.78, 4345.68)||497503636#0 497503638 ||497503636#1 
4890621096||dead_end||(3173.62, 4314.1)||497503640#1 497503644#1 ||497503639#0 497504176 
4890621097||dead_end||(3173.46, 4297.19)||497503639#1 497503641#1 ||497504179 
4890623900||dead_end||(3176.79, 4226.36)||497504179 ||497504182#0 497504187 
4890633706||priority||(3190.73, 4635.84)||497505023#0 539024460#5 ||497505023#1 539024460#6 
4890633689||dead_end||(3062.33, 4596.63)||497505026#1 ||497505024#0 497505026#2 
4890633700||dead_end||(3085.72, 4593.97)||497505024#1 497505046#1 ||497505051 497505054 
4890633716||dead_end||(3157.02, 4568.34)||497505028 497505032#1 ||497505025#0 497505059#0 
4890633694||dead_end||(3148.57, 4569.42)||497505025#0 5670816#0 ||497505025#1 5670816#1 
4890633698||dead_end||(3083.67, 4578.06)||497505025#1 497505030 ||497505040#0 497505046#0 
4890633704||dead_end||(3061.32, 4588.86)||497505026#0 497505040#1 ||497505026#1 
4890633713||dead_end||(3069.76, 4653.96)||497505026#2 497696924#1 ||497505037#0 497505042#0 
4890633712||dead_end||(3185.56, 4579.53)||497505027 ||497505034#0 497505038#0 
